County,TotalPrecipitation_inches,WaterYear,x_coord,y_coord
Tehama,24.8,2000,-121.9741408,40.14369921
Tehama,15.8,2001,-121.9741408,40.14369921
Tehama,22.1,2002,-121.9741408,40.14369921
Tehama,32.52,2003,-121.9741408,40.14369921
Tehama,10.35,2004,-121.9741408,40.14369921
Tehama,30.7,2005,-121.9741408,40.14369921
Tehama,39.95,2006,-121.9741408,40.14369921
Tehama,15.77,2007,-121.9741408,40.14369921
Tehama,16.22,2008,-121.9741408,40.14369921
Tehama,18.5,2009,-121.9741408,40.14369921
Tehama,26.52,2010,-121.9741408,40.14369921
Tehama,30.01,2011,-121.9741408,40.14369921
Tehama,14.91,2012,-121.9741408,40.14369921
Tehama,18.19,2013,-121.9741408,40.14369921
Tehama,12.13,2014,-121.9741408,40.14369921
Tehama,23.04,2015,-121.9741408,40.14369921
Tehama,26.56,2016,-121.9741408,40.14369921
Tehama,35.64,2017,-121.9741408,40.14369921
Tehama,17.76,2018,-121.9741408,40.14369921
Tehama,37.25,2019,-121.9741408,40.14369921
Tehama,14.92,2020,-121.9741408,40.14369921
Tehama,11.65,2021,-121.9741408,40.14369921
Tehama,20.0,2022,-121.9741408,40.14369921
Tehama,30.65,2023,-121.9741408,40.14369921
Lassen,5.23,1959,-120.1189434,41.00519195
Lassen,14.28,1960,-120.1189434,41.00519195
Lassen,6.75,1961,-120.1189434,41.00519195
Lassen,9.46,1962,-120.1189434,41.00519195
Lassen,13.86,1963,-120.1189434,41.00519195
Lassen,11.62,1964,-120.1189434,41.00519195
Lassen,15.07,1965,-120.1189434,41.00519195
Lassen,7.95,1966,-120.1189434,41.00519195
Lassen,11.03,1967,-120.1189434,41.00519195
Lassen,8.03,1968,-120.1189434,41.00519195
Lassen,14.33,1969,-120.1189434,41.00519195
Lassen,14.17,1970,-120.1189434,41.00519195
Lassen,20.88,1971,-120.1189434,41.00519195
Lassen,12.35,1972,-120.1189434,41.00519195
Lassen,15.52,1973,-120.1189434,41.00519195
Lassen,14.88,1974,-120.1189434,41.00519195
Lassen,17.27,1975,-120.1189434,41.00519195
Lassen,12.37,1976,-120.1189434,41.00519195
Lassen,10.27,1977,-120.1189434,41.00519195
Lassen,17.36,1978,-120.1189434,41.00519195
Lassen,11.41,1979,-120.1189434,41.00519195
Lassen,19.85,1980,-120.1189434,41.00519195
Lassen,14.1,1981,-120.1189434,41.00519195
Lassen,16.75,1982,-120.1189434,41.00519195
Lassen,19.4,1983,-120.1189434,41.00519195
Lassen,20.35,1984,-120.1189434,41.00519195
Lassen,12.73,1985,-120.1189434,41.00519195
Lassen,19.0,1986,-120.1189434,41.00519195
Lassen,11.2,1987,-120.1189434,41.00519195
Lassen,11.75,1988,-120.1189434,41.00519195
Lassen,15.6,1989,-120.1189434,41.00519195
Lassen,11.95,1990,-120.1189434,41.00519195
Lassen,12.85,1991,-120.1189434,41.00519195
Lassen,10.15,1992,-120.1189434,41.00519195
Lassen,19.38,1993,-120.1189434,41.00519195
Lassen,10.15,1994,-120.1189434,41.00519195
Lassen,22.6,1995,-120.1189434,41.00519195
Lassen,17.1,1996,-120.1189434,41.00519195
Lassen,16.15,1997,-120.1189434,41.00519195
Lassen,21.18,1998,-120.1189434,41.00519195
Lassen,13.3,1999,-120.1189434,41.00519195
Lassen,9.8,2000,-120.1189434,41.00519195
Lassen,8.0,2001,-120.1189434,41.00519195
Lassen,9.8,2002,-120.1189434,41.00519195
Lassen,12.65,2003,-120.1189434,41.00519195
Lassen,13.600000000000001,2004,-120.1189434,41.00519195
Lassen,14.55,2005,-120.1189434,41.00519195
Lassen,19.45,2006,-120.1189434,41.00519195
Lassen,10.66,2007,-120.1189434,41.00519195
Lassen,12.35,2008,-120.1189434,41.00519195
Lassen,13.05,2009,-120.1189434,41.00519195
Lassen,12.54,2010,-120.1189434,41.00519195
Lassen,19.96,2011,-120.1189434,41.00519195
Lassen,8.14,2012,-120.1189434,41.00519195
Lassen,11.54,2013,-120.1189434,41.00519195
Lassen,10.24,2014,-120.1189434,41.00519195
Lassen,12.63,2015,-120.1189434,41.00519195
Lassen,16.12,2016,-120.1189434,41.00519195
Lassen,20.32,2017,-120.1189434,41.00519195
Lassen,12.63,2018,-120.1189434,41.00519195
Lassen,18.46,2019,-120.1189434,41.00519195
Lassen,11.8,2020,-120.1189434,41.00519195
Lassen,14.313333333333334,2021,-120.1189434,41.00519195
Lassen,16.826666666666668,2022,-120.1189434,41.00519195
Lassen,19.34,2023,-120.1189434,41.00519195
Siskiyou,14.45,1957,-122.6730884,41.41243403
Siskiyou,24.25,1958,-122.6730884,41.41243403
Siskiyou,13.7,1959,-122.6730884,41.41243403
Siskiyou,12.5,1960,-122.6730884,41.41243403
Siskiyou,11.8,1961,-122.6730884,41.41243403
Siskiyou,12.756666666666668,1962,-122.6730884,41.41243403
Siskiyou,13.713333333333333,1963,-122.6730884,41.41243403
Siskiyou,14.67,1964,-122.6730884,41.41243403
Siskiyou,25.33,1965,-122.6730884,41.41243403
Siskiyou,19.25,1966,-122.6730884,41.41243403
Siskiyou,21.93,1967,-122.6730884,41.41243403
Siskiyou,15.48,1968,-122.6730884,41.41243403
Siskiyou,25.16,1969,-122.6730884,41.41243403
Siskiyou,18.11,1970,-122.6730884,41.41243403
Siskiyou,24.78,1971,-122.6730884,41.41243403
Siskiyou,21.27,1972,-122.6730884,41.41243403
Siskiyou,12.33,1973,-122.6730884,41.41243403
Siskiyou,26.95,1974,-122.6730884,41.41243403
Siskiyou,20.09,1975,-122.6730884,41.41243403
Siskiyou,18.25,1976,-122.6730884,41.41243403
Siskiyou,10.02,1977,-122.6730884,41.41243403
Siskiyou,25.56,1978,-122.6730884,41.41243403
Siskiyou,16.51,1979,-122.6730884,41.41243403
Siskiyou,22.75,1980,-122.6730884,41.41243403
Siskiyou,13.8,1981,-122.6730884,41.41243403
Siskiyou,29.3,1982,-122.6730884,41.41243403
Siskiyou,24.45,1983,-122.6730884,41.41243403
Siskiyou,19.6,1984,-122.6730884,41.41243403
Siskiyou,14.0,1985,-122.6730884,41.41243403
Siskiyou,22.65,1986,-122.6730884,41.41243403
Siskiyou,14.45,1987,-122.6730884,41.41243403
Siskiyou,16.85,1988,-122.6730884,41.41243403
Siskiyou,15.75,1989,-122.6730884,41.41243403
Siskiyou,14.5,1990,-122.6730884,41.41243403
Siskiyou,14.15,1991,-122.6730884,41.41243403
Siskiyou,12.92,1992,-122.6730884,41.41243403
Siskiyou,24.8,1993,-122.6730884,41.41243403
Siskiyou,10.5,1994,-122.6730884,41.41243403
Siskiyou,28.13,1995,-122.6730884,41.41243403
Siskiyou,23.744999999999997,1996,-122.6730884,41.41243403
Siskiyou,19.36,1997,-122.6730884,41.41243403
Siskiyou,35.17,1998,-122.6730884,41.41243403
Siskiyou,17.65,1999,-122.6730884,41.41243403
Siskiyou,15.75,2000,-122.6730884,41.41243403
Siskiyou,11.3,2001,-122.6730884,41.41243403
Siskiyou,13.75,2002,-122.6730884,41.41243403
Siskiyou,21.31,2003,-122.6730884,41.41243403
Siskiyou,18.0,2004,-122.6730884,41.41243403
Siskiyou,16.3,2005,-122.6730884,41.41243403
Siskiyou,26.45,2006,-122.6730884,41.41243403
Siskiyou,12.15,2007,-122.6730884,41.41243403
Siskiyou,15.19,2008,-122.6730884,41.41243403
Siskiyou,13.35,2009,-122.6730884,41.41243403
Siskiyou,16.7,2010,-122.6730884,41.41243403
Siskiyou,22.61,2011,-122.6730884,41.41243403
Siskiyou,14.93,2012,-122.6730884,41.41243403
Siskiyou,13.3,2013,-122.6730884,41.41243403
Siskiyou,9.98,2014,-122.6730884,41.41243403
Siskiyou,21.97,2015,-122.6730884,41.41243403
Siskiyou,20.42,2016,-122.6730884,41.41243403
Siskiyou,23.5,2017,-122.6730884,41.41243403
Siskiyou,12.87,2018,-122.6730884,41.41243403
Siskiyou,20.01,2019,-122.6730884,41.41243403
Siskiyou,11.35,2020,-122.6730884,41.41243403
Siskiyou,12.16,2021,-122.6730884,41.41243403
Siskiyou,11.32,2022,-122.6730884,41.41243403
Siskiyou,20.75,2023,-122.6730884,41.41243403
Plumas,29.4,1969,-120.3440615,40.106337
Plumas,22.33,1970,-120.3440615,40.106337
Plumas,26.54,1971,-120.3440615,40.106337
Plumas,14.5,1972,-120.3440615,40.106337
Plumas,15.92,1973,-120.3440615,40.106337
Plumas,22.09,1974,-120.3440615,40.106337
Plumas,18.82,1975,-120.3440615,40.106337
Plumas,12.51,1976,-120.3440615,40.106337
Plumas,8.89,1977,-120.3440615,40.106337
Plumas,18.1,1978,-120.3440615,40.106337
Plumas,12.87,1979,-120.3440615,40.106337
Plumas,22.29,1980,-120.3440615,40.106337
Plumas,11.9,1981,-120.3440615,40.106337
Plumas,26.07,1982,-120.3440615,40.106337
Plumas,31.85,1983,-120.3440615,40.106337
Plumas,19.35,1984,-120.3440615,40.106337
Plumas,15.92,1985,-120.3440615,40.106337
Plumas,21.47,1986,-120.3440615,40.106337
Plumas,11.48,1987,-120.3440615,40.106337
Plumas,13.7,1988,-120.3440615,40.106337
Plumas,15.92,1989,-120.3440615,40.106337
Plumas,17.4,1990,-120.3440615,40.106337
Plumas,13.6,1991,-120.3440615,40.106337
Plumas,12.2,1992,-120.3440615,40.106337
Plumas,20.56,1993,-120.3440615,40.106337
Plumas,7.27,1994,-120.3440615,40.106337
Plumas,36.68,1995,-120.3440615,40.106337
Plumas,22.3,1996,-120.3440615,40.106337
Plumas,24.95,1997,-120.3440615,40.106337
Plumas,22.85,1998,-120.3440615,40.106337
Plumas,21.25,1999,-120.3440615,40.106337
Plumas,13.8,2000,-120.3440615,40.106337
Plumas,7.45,2001,-120.3440615,40.106337
Plumas,15.0,2002,-120.3440615,40.106337
Plumas,13.4,2003,-120.3440615,40.106337
Plumas,13.5,2004,-120.3440615,40.106337
Plumas,16.35,2005,-120.3440615,40.106337
Plumas,6.55,2006,-120.3440615,40.106337
Plumas,11.51,2007,-120.3440615,40.106337
Plumas,12.58,2008,-120.3440615,40.106337
Plumas,19.35,2009,-120.3440615,40.106337
Plumas,14.9,2010,-120.3440615,40.106337
Plumas,24.3,2011,-120.3440615,40.106337
Plumas,10.28,2012,-120.3440615,40.106337
Plumas,16.19,2013,-120.3440615,40.106337
Plumas,10.23,2014,-120.3440615,40.106337
Plumas,14.88,2015,-120.3440615,40.106337
Plumas,19.25,2016,-120.3440615,40.106337
Plumas,35.25,2017,-120.3440615,40.106337
Plumas,20.91,2018,-120.3440615,40.106337
Plumas,24.13,2019,-120.3440615,40.106337
Plumas,10.09,2020,-120.3440615,40.106337
Plumas,16.23,2021,-120.3440615,40.106337
Plumas,22.37,2022,-120.3440615,40.106337
Plumas,28.51,2023,-120.3440615,40.106337
Tehama,24.6,1961,-122.0050631,40.22398201
Tehama,26.200000000000003,1962,-122.0050631,40.22398201
Tehama,27.8,1963,-122.0050631,40.22398201
Tehama,17.07,1964,-122.0050631,40.22398201
Tehama,28.58,1965,-122.0050631,40.22398201
Tehama,18.09,1966,-122.0050631,40.22398201
Tehama,34.82,1967,-122.0050631,40.22398201
Tehama,21.26,1968,-122.0050631,40.22398201
Tehama,38.81,1969,-122.0050631,40.22398201
Tehama,33.53,1970,-122.0050631,40.22398201
Tehama,29.34,1971,-122.0050631,40.22398201
Tehama,32.7,1972,-122.0050631,40.22398201
Tehama,36.06,1973,-122.0050631,40.22398201
Tehama,38.85,1974,-122.0050631,40.22398201
Tehama,30.82,1975,-122.0050631,40.22398201
Tehama,12.55,1976,-122.0050631,40.22398201
Tehama,15.27,1977,-122.0050631,40.22398201
Tehama,41.41,1978,-122.0050631,40.22398201
Tehama,21.93,1979,-122.0050631,40.22398201
Tehama,36.8,1980,-122.0050631,40.22398201
Tehama,20.4,1981,-122.0050631,40.22398201
Tehama,38.9,1982,-122.0050631,40.22398201
Tehama,54.0,1983,-122.0050631,40.22398201
Tehama,31.85,1984,-122.0050631,40.22398201
Tehama,19.05,1985,-122.0050631,40.22398201
Tehama,19.825000000000003,1986,-122.0050631,40.22398201
Tehama,20.6,1987,-122.0050631,40.22398201
Tehama,23.0,1988,-122.0050631,40.22398201
Tehama,22.92,1989,-122.0050631,40.22398201
Tehama,23.15,1990,-122.0050631,40.22398201
Tehama,18.25,1991,-122.0050631,40.22398201
Tehama,24.0,1992,-122.0050631,40.22398201
Tehama,39.05,1993,-122.0050631,40.22398201
Tehama,24.05,1994,-122.0050631,40.22398201
Tehama,45.0,1995,-122.0050631,40.22398201
Tehama,30.6,1996,-122.0050631,40.22398201
Tehama,28.65,1997,-122.0050631,40.22398201
Tehama,54.25,1998,-122.0050631,40.22398201
Tehama,22.2,1999,-122.0050631,40.22398201
Tehama,25.4,2000,-122.0050631,40.22398201
Tehama,17.85,2001,-122.0050631,40.22398201
Tehama,24.4,2002,-122.0050631,40.22398201
Tehama,33.2,2003,-122.0050631,40.22398201
Tehama,27.5,2004,-122.0050631,40.22398201
Tehama,35.15,2005,-122.0050631,40.22398201
Tehama,27.6,2006,-122.0050631,40.22398201
Tehama,15.8,2007,-122.0050631,40.22398201
Tehama,16.22,2008,-122.0050631,40.22398201
Tehama,21.45,2009,-122.0050631,40.22398201
Tehama,29.12,2010,-122.0050631,40.22398201
Tehama,33.05,2011,-122.0050631,40.22398201
Tehama,16.62,2012,-122.0050631,40.22398201
Tehama,23.22,2013,-122.0050631,40.22398201
Tehama,12.75,2014,-122.0050631,40.22398201
Tehama,23.94,2015,-122.0050631,40.22398201
Tehama,25.4,2016,-122.0050631,40.22398201
Tehama,39.48,2017,-122.0050631,40.22398201
Tehama,18.27,2018,-122.0050631,40.22398201
Tehama,39.7,2019,-122.0050631,40.22398201
Tehama,15.64,2020,-122.0050631,40.22398201
Tehama,12.44,2021,-122.0050631,40.22398201
Tehama,27.27,2022,-122.0050631,40.22398201
Tehama,39.87,2023,-122.0050631,40.22398201
Modoc,17.35,1959,-120.2387473,41.74829283
Modoc,13.93,1960,-120.2387473,41.74829283
Modoc,9.15,1961,-120.2387473,41.74829283
Modoc,10.71,1962,-120.2387473,41.74829283
Modoc,21.96,1963,-120.2387473,41.74829283
Modoc,15.13,1964,-120.2387473,41.74829283
Modoc,17.0,1965,-120.2387473,41.74829283
Modoc,11.03,1966,-120.2387473,41.74829283
Modoc,19.57,1967,-120.2387473,41.74829283
Modoc,13.69,1968,-120.2387473,41.74829283
Modoc,30.13,1969,-120.2387473,41.74829283
Modoc,20.59,1970,-120.2387473,41.74829283
Modoc,29.62,1971,-120.2387473,41.74829283
Modoc,17.67,1972,-120.2387473,41.74829283
Modoc,19.48,1973,-120.2387473,41.74829283
Modoc,20.83,1974,-120.2387473,41.74829283
Modoc,18.73,1975,-120.2387473,41.74829283
Modoc,16.45,1976,-120.2387473,41.74829283
Modoc,8.41,1977,-120.2387473,41.74829283
Modoc,25.71,1978,-120.2387473,41.74829283
Modoc,18.19,1979,-120.2387473,41.74829283
Modoc,26.17,1980,-120.2387473,41.74829283
Modoc,15.25,1981,-120.2387473,41.74829283
Modoc,35.85,1982,-120.2387473,41.74829283
Modoc,30.67,1983,-120.2387473,41.74829283
Modoc,28.55,1984,-120.2387473,41.74829283
Modoc,18.65,1985,-120.2387473,41.74829283
Modoc,27.42,1986,-120.2387473,41.74829283
Modoc,17.46,1987,-120.2387473,41.74829283
Modoc,21.8,1988,-120.2387473,41.74829283
Modoc,23.5,1989,-120.2387473,41.74829283
Modoc,22.7,1990,-120.2387473,41.74829283
Modoc,22.95,1991,-120.2387473,41.74829283
Modoc,17.4,1992,-120.2387473,41.74829283
Modoc,40.93,1993,-120.2387473,41.74829283
Modoc,19.92,1994,-120.2387473,41.74829283
Modoc,37.2,1995,-120.2387473,41.74829283
Modoc,32.85,1996,-120.2387473,41.74829283
Modoc,41.35,1997,-120.2387473,41.74829283
Modoc,40.87,1998,-120.2387473,41.74829283
Modoc,33.15,1999,-120.2387473,41.74829283
Modoc,22.9,2000,-120.2387473,41.74829283
Modoc,22.25,2001,-120.2387473,41.74829283
Modoc,31.15,2002,-120.2387473,41.74829283
Modoc,29.0,2003,-120.2387473,41.74829283
Modoc,26.15,2004,-120.2387473,41.74829283
Modoc,37.75,2005,-120.2387473,41.74829283
Modoc,38.8,2006,-120.2387473,41.74829283
Modoc,25.12,2007,-120.2387473,41.74829283
Modoc,34.06,2008,-120.2387473,41.74829283
Modoc,31.21,2009,-120.2387473,41.74829283
Modoc,31.13,2010,-120.2387473,41.74829283
Modoc,52.51,2011,-120.2387473,41.74829283
Modoc,24.64,2012,-120.2387473,41.74829283
Modoc,29.47,2013,-120.2387473,41.74829283
Modoc,26.12,2014,-120.2387473,41.74829283
Modoc,27.45,2015,-120.2387473,41.74829283
Modoc,41.85,2016,-120.2387473,41.74829283
Modoc,46.31,2017,-120.2387473,41.74829283
Modoc,30.34,2018,-120.2387473,41.74829283
Modoc,37.77,2019,-120.2387473,41.74829283
Modoc,30.75,2020,-120.2387473,41.74829283
Modoc,26.12,2021,-120.2387473,41.74829283
Modoc,33.77,2022,-120.2387473,41.74829283
Modoc,37.05,2023,-120.2387473,41.74829283
Plumas,26.68,1960,-120.7101746,40.22900551
Plumas,26.25,1961,-120.7101746,40.22900551
Plumas,30.49,1962,-120.7101746,40.22900551
Plumas,48.82,1963,-120.7101746,40.22900551
Plumas,25.84,1964,-120.7101746,40.22900551
Plumas,49.31,1965,-120.7101746,40.22900551
Plumas,23.69,1966,-120.7101746,40.22900551
Plumas,42.27,1967,-120.7101746,40.22900551
Plumas,30.43,1968,-120.7101746,40.22900551
Plumas,48.2,1969,-120.7101746,40.22900551
Plumas,43.05,1970,-120.7101746,40.22900551
Plumas,46.88,1971,-120.7101746,40.22900551
Plumas,33.27,1972,-120.7101746,40.22900551
Plumas,27.45,1973,-120.7101746,40.22900551
Plumas,54.07,1974,-120.7101746,40.22900551
Plumas,39.01,1975,-120.7101746,40.22900551
Plumas,21.48,1976,-120.7101746,40.22900551
Plumas,13.76,1977,-120.7101746,40.22900551
Plumas,37.38,1978,-120.7101746,40.22900551
Plumas,24.12,1979,-120.7101746,40.22900551
Plumas,38.11,1980,-120.7101746,40.22900551
Plumas,21.23,1981,-120.7101746,40.22900551
Plumas,55.5,1982,-120.7101746,40.22900551
Plumas,42.94,1983,-120.7101746,40.22900551
Plumas,38.17,1984,-120.7101746,40.22900551
Plumas,25.09,1985,-120.7101746,40.22900551
Plumas,43.87,1986,-120.7101746,40.22900551
Plumas,22.55,1987,-120.7101746,40.22900551
Plumas,16.68,1988,-120.7101746,40.22900551
Plumas,33.9,1989,-120.7101746,40.22900551
Plumas,24.59,1990,-120.7101746,40.22900551
Plumas,22.8,1991,-120.7101746,40.22900551
Plumas,14.92,1992,-120.7101746,40.22900551
Plumas,39.15,1993,-120.7101746,40.22900551
Plumas,16.87,1994,-120.7101746,40.22900551
Plumas,58.74,1995,-120.7101746,40.22900551
Plumas,38.2,1996,-120.7101746,40.22900551
Plumas,42.8,1997,-120.7101746,40.22900551
Plumas,41.24,1998,-120.7101746,40.22900551
Plumas,31.15,1999,-120.7101746,40.22900551
Plumas,28.1,2000,-120.7101746,40.22900551
Plumas,15.5,2001,-120.7101746,40.22900551
Plumas,24.3,2002,-120.7101746,40.22900551
Plumas,27.35,2003,-120.7101746,40.22900551
Plumas,26.4,2004,-120.7101746,40.22900551
Plumas,29.3,2005,-120.7101746,40.22900551
Plumas,50.75,2006,-120.7101746,40.22900551
Plumas,21.42,2007,-120.7101746,40.22900551
Plumas,22.21,2008,-120.7101746,40.22900551
Plumas,27.05,2009,-120.7101746,40.22900551
Plumas,22.49,2010,-120.7101746,40.22900551
Plumas,41.84,2011,-120.7101746,40.22900551
Plumas,21.62,2012,-120.7101746,40.22900551
Plumas,29.4,2013,-120.7101746,40.22900551
Plumas,20.44,2014,-120.7101746,40.22900551
Plumas,21.63,2015,-120.7101746,40.22900551
Plumas,34.95,2016,-120.7101746,40.22900551
Plumas,59.9,2017,-120.7101746,40.22900551
Plumas,25.6,2018,-120.7101746,40.22900551
Plumas,36.87,2019,-120.7101746,40.22900551
Plumas,20.27,2020,-120.7101746,40.22900551
Plumas,28.023333333333333,2021,-120.7101746,40.22900551
Plumas,35.77666666666667,2022,-120.7101746,40.22900551
Plumas,43.53,2023,-120.7101746,40.22900551
Plumas,13.2,1960,-120.2167467,39.96103001
Plumas,15.28,1961,-120.2167467,39.96103001
Plumas,17.36,1962,-120.2167467,39.96103001
Plumas,27.83,1963,-120.2167467,39.96103001
Plumas,15.95,1964,-120.2167467,39.96103001
Plumas,22.58,1965,-120.2167467,39.96103001
Plumas,11.31,1966,-120.2167467,39.96103001
Plumas,24.26,1967,-120.2167467,39.96103001
Plumas,12.54,1968,-120.2167467,39.96103001
Plumas,25.04,1969,-120.2167467,39.96103001
Plumas,23.8,1970,-120.2167467,39.96103001
Plumas,23.9,1971,-120.2167467,39.96103001
Plumas,13.34,1972,-120.2167467,39.96103001
Plumas,14.59,1973,-120.2167467,39.96103001
Plumas,20.61,1974,-120.2167467,39.96103001
Plumas,18.28,1975,-120.2167467,39.96103001
Plumas,11.14,1976,-120.2167467,39.96103001
Plumas,8.61,1977,-120.2167467,39.96103001
Plumas,20.7,1978,-120.2167467,39.96103001
Plumas,12.14,1979,-120.2167467,39.96103001
Plumas,23.75,1980,-120.2167467,39.96103001
Plumas,12.24,1981,-120.2167467,39.96103001
Plumas,31.73,1982,-120.2167467,39.96103001
Plumas,35.21,1983,-120.2167467,39.96103001
Plumas,21.61,1984,-120.2167467,39.96103001
Plumas,13.87,1985,-120.2167467,39.96103001
Plumas,27.74,1986,-120.2167467,39.96103001
Plumas,12.6,1987,-120.2167467,39.96103001
Plumas,9.57,1988,-120.2167467,39.96103001
Plumas,18.84,1989,-120.2167467,39.96103001
Plumas,12.55,1990,-120.2167467,39.96103001
Plumas,14.3,1991,-120.2167467,39.96103001
Plumas,10.1,1992,-120.2167467,39.96103001
Plumas,16.71,1993,-120.2167467,39.96103001
Plumas,6.83,1994,-120.2167467,39.96103001
Plumas,35.47,1995,-120.2167467,39.96103001
Plumas,21.6,1996,-120.2167467,39.96103001
Plumas,24.75,1997,-120.2167467,39.96103001
Plumas,24.33,1998,-120.2167467,39.96103001
Plumas,19.3,1999,-120.2167467,39.96103001
Plumas,14.8,2000,-120.2167467,39.96103001
Plumas,6.6,2001,-120.2167467,39.96103001
Plumas,11.65,2002,-120.2167467,39.96103001
Plumas,13.0,2003,-120.2167467,39.96103001
Plumas,12.9,2004,-120.2167467,39.96103001
Plumas,15.05,2005,-120.2167467,39.96103001
Plumas,26.35,2006,-120.2167467,39.96103001
Plumas,9.77,2007,-120.2167467,39.96103001
Plumas,10.88,2008,-120.2167467,39.96103001
Plumas,14.15,2009,-120.2167467,39.96103001
Plumas,14.11,2010,-120.2167467,39.96103001
Plumas,26.46,2011,-120.2167467,39.96103001
Plumas,11.44,2012,-120.2167467,39.96103001
Plumas,14.19,2013,-120.2167467,39.96103001
Plumas,8.86,2014,-120.2167467,39.96103001
Plumas,14.29,2015,-120.2167467,39.96103001
Plumas,18.23,2016,-120.2167467,39.96103001
Plumas,39.08,2017,-120.2167467,39.96103001
Plumas,19.68,2018,-120.2167467,39.96103001
Plumas,21.79,2019,-120.2167467,39.96103001
Plumas,9.63,2020,-120.2167467,39.96103001
Plumas,16.04,2021,-120.2167467,39.96103001
Plumas,22.45,2022,-120.2167467,39.96103001
Plumas,28.86,2023,-120.2167467,39.96103001
Modoc,16.5,1959,-121.4156622,41.47376506
Modoc,19.22,1960,-121.4156622,41.47376506
Modoc,20.05,1961,-121.4156622,41.47376506
Modoc,23.65,1962,-121.4156622,41.47376506
Modoc,36.27,1963,-121.4156622,41.47376506
Modoc,20.31,1964,-121.4156622,41.47376506
Modoc,34.03,1965,-121.4156622,41.47376506
Modoc,20.59,1966,-121.4156622,41.47376506
Modoc,29.07,1967,-121.4156622,41.47376506
Modoc,23.48,1968,-121.4156622,41.47376506
Modoc,35.9,1969,-121.4156622,41.47376506
Modoc,34.36,1970,-121.4156622,41.47376506
Modoc,33.63,1971,-121.4156622,41.47376506
Modoc,25.42,1972,-121.4156622,41.47376506
Modoc,25.11,1973,-121.4156622,41.47376506
Modoc,43.31,1974,-121.4156622,41.47376506
Modoc,17.08,1975,-121.4156622,41.47376506
Modoc,20.81,1976,-121.4156622,41.47376506
Modoc,11.28,1977,-121.4156622,41.47376506
Modoc,38.11,1978,-121.4156622,41.47376506
Modoc,21.3,1979,-121.4156622,41.47376506
Modoc,34.95,1980,-121.4156622,41.47376506
Modoc,25.85,1981,-121.4156622,41.47376506
Modoc,48.6,1982,-121.4156622,41.47376506
Modoc,41.4,1983,-121.4156622,41.47376506
Modoc,29.15,1984,-121.4156622,41.47376506
Modoc,18.65,1985,-121.4156622,41.47376506
Modoc,35.55,1986,-121.4156622,41.47376506
Modoc,18.3,1987,-121.4156622,41.47376506
Modoc,20.9,1988,-121.4156622,41.47376506
Modoc,25.95,1989,-121.4156622,41.47376506
Modoc,22.45,1990,-121.4156622,41.47376506
Modoc,18.0,1991,-121.4156622,41.47376506
Modoc,13.31,1992,-121.4156622,41.47376506
Modoc,38.45,1993,-121.4156622,41.47376506
Modoc,17.81,1994,-121.4156622,41.47376506
Modoc,43.35,1995,-121.4156622,41.47376506
Modoc,49.8,1996,-121.4156622,41.47376506
Modoc,34.05,1997,-121.4156622,41.47376506
Modoc,45.6,1998,-121.4156622,41.47376506
Modoc,30.75,1999,-121.4156622,41.47376506
Modoc,22.65,2000,-121.4156622,41.47376506
Modoc,14.15,2001,-121.4156622,41.47376506
Modoc,20.4,2002,-121.4156622,41.47376506
Modoc,36.16,2003,-121.4156622,41.47376506
Modoc,24.0,2004,-121.4156622,41.47376506
Modoc,28.9,2005,-121.4156622,41.47376506
Modoc,38.9,2006,-121.4156622,41.47376506
Modoc,18.29,2007,-121.4156622,41.47376506
Modoc,21.17,2008,-121.4156622,41.47376506
Modoc,20.95,2009,-121.4156622,41.47376506
Modoc,27.7,2010,-121.4156622,41.47376506
Modoc,31.06,2011,-121.4156622,41.47376506
Modoc,20.55,2012,-121.4156622,41.47376506
Modoc,30.14,2013,-121.4156622,41.47376506
Modoc,15.26,2014,-121.4156622,41.47376506
Modoc,25.12,2015,-121.4156622,41.47376506
Modoc,35.49,2016,-121.4156622,41.47376506
Modoc,52.06,2017,-121.4156622,41.47376506
Modoc,24.2,2018,-121.4156622,41.47376506
Modoc,36.74,2019,-121.4156622,41.47376506
Modoc,16.98,2020,-121.4156622,41.47376506
Modoc,17.52,2021,-121.4156622,41.47376506
Modoc,21.07,2022,-121.4156622,41.47376506
Modoc,35.59,2023,-121.4156622,41.47376506
Tehama,15.35,1945,-121.6762342,40.18469437
Tehama,40.4,1946,-121.6762342,40.18469437
Tehama,28.36,1947,-121.6762342,40.18469437
Tehama,49.73,1948,-121.6762342,40.18469437
Tehama,26.15,1949,-121.6762342,40.18469437
Tehama,31.93,1950,-121.6762342,40.18469437
Tehama,43.6,1951,-121.6762342,40.18469437
Tehama,55.82,1952,-121.6762342,40.18469437
Tehama,40.58,1953,-121.6762342,40.18469437
Tehama,41.51,1954,-121.6762342,40.18469437
Tehama,26.96,1955,-121.6762342,40.18469437
Tehama,56.78,1956,-121.6762342,40.18469437
Tehama,35.73,1957,-121.6762342,40.18469437
Tehama,64.04,1958,-121.6762342,40.18469437
Tehama,16.43,1959,-121.6762342,40.18469437
Tehama,16.45,1960,-121.6762342,40.18469437
Tehama,34.3,1961,-121.6762342,40.18469437
Tehama,40.98,1962,-121.6762342,40.18469437
Tehama,50.78,1963,-121.6762342,40.18469437
Tehama,28.5,1964,-121.6762342,40.18469437
Tehama,47.97,1965,-121.6762342,40.18469437
Tehama,30.58,1966,-121.6762342,40.18469437
